index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
219,Is pain a clinically relevant problem in general adult psychiatry?,14872327,15889945,21109400,0,0,-5.2491,1.4006
220,Does concomitant anterior/apical repair during midurethral sling improve the overactive bladder component of mixed incontinence?,24809662,24139353,23341378,0,0,-1.0928,-0.4291
221,Does the use of atypical antipsychotics as adjunctive therapy in depression result in cost savings?,26485091,12634982,27347638,0,0,-3.3417,-0.5170
222,Can patients be anticoagulated after intracerebral hemorrhage?,12805495,23336984,23336984,0,0,7.0105,7.0105
223,Diagnostic and therapeutic ureteroscopy: is dilatation of ureteral meatus always necessary?,19925761,10479009,11849170,0,0,-4.8168,2.1900
224,Does managed care enable more low income persons to identify a usual source of care?,11458136,20050352,16103471,0,0,-7.0821,-3.2570
225,"Knee extensor strength, dynamic stability, and functional ambulation: are they related in Parkinson's disease?",20382292,23774123,23774123,0,0,-0.1991,-0.1991
226,"Is distance to provider a barrier to care for medicaid patients with breast, colorectal, or lung cancer?",22236315,19093916,27465180,0,0,-8.7331,1.5382
227,Can folic acid protect against congenital heart defects in Down syndrome?,17051586,21987466,21987466,0,0,7.3009,7.3009
228,Are there mental health differences between francophone and non-francophone populations in manitoba?,25007420,25886547,22076857,0,0,-10.3512,-6.1023
229,Does type 1 diabetes mellitus affect Achilles tendon response to a 10 km run?,26556589,22520401,22520401,0,0,-5.4946,-5.4946
230,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,12612531,25898774,21206380,0,0,-2.9455,-0.3441
231,Does cup-cage reconstruction with oversized cups provide initial stability in THA for osteoporotic acetabular fractures?,26194560,25399966,22700131,0,0,-5.0576,2.4848
232,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,11079675,16159007,24345378,0,0,3.6217,6.9865
233,Xanthogranulomatous cholecystitis: a premalignant condition?,21459725,25895976,25895976,0,0,3.0981,3.0981
234,Does TDP-43 type confer a distinct pattern of atrophy in frontotemporal lobar degeneration?,21172844,21172843,19299900,0,0,7.0033,7.1698
235,Is oncoplastic surgery a contraindication for accelerated partial breast radiation using the interstitial multicatheter brachytherapy method?,24946973,23664895,23664895,0,0,3.0897,3.0897
236,"Diagnostic characteristics of child bipolar I disorder: does the ""Treatment of Early Age Mania (team)"" sample generalize?",17335331,7751260,25462390,0,0,1.0906,3.1017
237,Estimation of basal metabolic rate in Chinese: are the current prediction equations applicable?,27581329,16015275,26186916,0,0,-2.8332,-0.2761
238,Does rugby headgear prevent concussion?,11867487,23135364,25416466,0,0,-3.7684,-1.5490
239,Spinal subdural hematoma: a sequela of a ruptured intracranial aneurysm?,12765819,25546973,21980206,0,0,-0.8390,-0.5905
240,Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?,24507422,26070179,20413739,0,0,1.1553,2.7033
241,Dementia and aphasia in motor neuron disease: an underrecognised association?,9854965,22575236,27581216,0,0,-5.5120,-1.3938
242,Does solid culture for tuberculosis influence clinical decision making in India?,21756515,27727131,27727131,0,0,-1.4223,-1.4223
243,Diffusion-weighted echo-planar MR imaging of primary parotid gland tumors: is a prediction of different histologic subtypes possible?,19131405,14983284,19138469,0,0,-1.4305,3.7173
244,Is there a role for endothelin-1 in the hemodynamic changes during hemodialysis?,18568290,12164876,12164876,0,0,4.9696,4.9696
245,Do risk factors for suicidal behavior differ by affective disorder polarity?,18667100,15163257,20708276,0,0,-6.0085,3.1721
246,Multidisciplinary breast cancer clinics. Do they work?,9191526,15860856,14734156,0,0,-9.3888,2.2205
247,Is the international normalised ratio (INR) reliable?,10605400,20435436,24024556,0,0,-9.0419,7.6859
248,"Are there associations of health status, disease activity and damage in SLE patients?",17601244,19395542,25358884,0,0,1.3173,4.4137
249,PSA repeatedly fluctuating levels are reassuring enough to avoid biopsy?,20608141,26099906,12361897,0,0,-1.4516,2.1805
250,Is zero central line-associated bloodstream infection rate sustainable?,25986020,22906872,21093698,0,0,1.5127,2.3677
251,"Is gastric electrical stimulation superior to standard pharmacologic therapy in improving GI symptoms, healthcare resources, and long-term health care benefits?",15670262,16761831,23206591,0,0,2.1268,2.2169
252,Should pulp chamber pulpotomy be seen as a permanent treatment?,22900881,17187037,27207592,0,0,-4.9089,0.7812
253,Does transverse apex coincide with coronal apex levels (regional or global) in adolescent idiopathic scoliosis?,11413427,23574816,27764749,0,0,0.3391,2.6081
254,Does the Child Health Computing System adequately identify children with cerebral palsy?,9602458,27644438,27250697,0,0,-0.8963,2.2459
255,Are we seeing the effects of public awareness campaigns?,24434052,19220447,22816992,0,0,-2.3390,-0.1632
256,Is breast cancer prognosis inherited?,17598882,16319990,20964848,0,0,-3.1694,3.7899
257,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?,21190419,19479642,15902108,0,0,2.2729,4.6943
258,Are the arginine vasopressin V1a receptor microsatellites related to hypersexuality in children with a prepubertal and early adolescent bipolar disorder phenotype?,16403186,10331118,21764460,0,0,-7.0606,-5.6932
259,Stage I non-small cell lung carcinoma: really an early stage?,11888773,16236888,14605056,0,0,3.1865,1.5228
260,Does Residency Selection Criteria Predict Performance in Orthopaedic Surgery Residency?,25940336,11273382,8506522,0,0,-1.3274,4.0613
261,Optimism and survival: does an optimistic outlook predict better survival at advanced ages?,24014276,25779630,25779630,0,0,1.7156,1.7156
262,Is it better to be big?,18359123,23751894,23825655,0,0,-10.9115,-10.6518
263,Is arch form influenced by sagittal molar relationship or Bolton tooth-size discrepancy?,26113007,26204247,24721506,0,0,-7.6586,-2.6486
264,Cold knife conization vs. LEEP. Are they the same procedure?,11838307,16810765,18061187,0,0,-6.7581,-4.2135
265,Are pectins involved in cold acclimation and de-acclimation of winter oil-seed rape plants?,18222909,27439459,27439459,0,0,-5.1523,-5.1523
266,Updating emotional content in working memory: a depression-specific deficit?,24747511,20579742,21241955,0,0,-4.0864,-0.2653
267,Does ultrasound imaging before puncture facilitate internal jugular vein cannulation?,12407608,23392444,26135063,0,0,-0.7680,4.8916
268,Should prostate specific antigen be adjusted for body mass index?,19836806,17292604,17292604,0,0,6.2438,6.2438
269,Does obstructive sleep apnea affect aerobic fitness?,17076091,25325602,25325602,0,0,0.4404,0.4404
270,The effect of an intracerebroventricular injection of metformin or AICAR on the plasma concentrations of melatonin in the ewe: potential involvement of AMPK?,21801416,23548370,23744434,0,0,-9.2403,-0.7918
271,Literacy after cerebral hemispherectomy: Can the isolated right hemisphere read?,25819796,22780099,22780099,0,0,-1.0888,-1.0888
272,Characterization of the gender dimorphism after injury and hemorrhagic shock: are hormonal differences responsible?,18496363,15187751,18332795,0,0,1.2442,5.4702
273,Can communication with terminally ill patients be taught?,14551704,21825268,25655038,0,0,-2.4928,3.9339
274,Delays in time to primary treatment after a diagnosis of breast cancer: does it impact survival?,23234860,27447963,20697082,0,0,2.5849,1.4667
275,Are increased carotid artery pulsatility and resistance indexes early signs of vascular abnormalities in young obese males?,22532370,19470890,19470890,0,0,2.9849,2.9849
276,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,22656647,16945128,11493044,0,0,1.6492,2.2917
277,Does open access publishing increase the impact of scientific articles?,22683044,27076796,19527520,0,0,-2.7922,5.1617
278,In vivo visualization of pyloric mucosal hypertrophy in infants with hypertrophic pyloric stenosis: is there an etiologic role?,11566686,22166750,24120474,0,0,1.8396,3.8806
279,Does the early adopter of drugs exist?,15502995,19706567,23036649,0,0,-10.3416,-8.4743
280,Does high blood pressure reduce the risk of chronic low back pain?,24019262,21558616,21558616,0,0,1.9638,1.9638
281,Does responsibility affect the public's valuation of health care interventions?,22867778,8778528,12625663,0,0,-6.3415,-4.4092
282,Nasal fractures:  is closed reduction satisfying?,23348330,25686338,23149198,0,0,-10.0748,-4.0069
283,"Do improvements in outreach, clinical, and family and community-based services predict improvements in child survival?",21658267,17545382,16940162,0,0,-5.9588,2.1886
284,Does spontaneous remission occur in polyarteritis nodosa?,28177278,27142840,22806443,0,0,-2.8400,-1.6686
285,Gluten tolerance in adult patients with celiac disease 20 years after diagnosis?,18403944,11559646,27387923,0,0,1.5148,4.8362
286,Do symptoms predict COPD in smokers?,20363841,12006424,22722231,0,0,0.2314,-0.5063
287,Search engine as a diagnostic tool in difficult immunological and allergologic cases: is Google useful?,19664156,18579828,24160679,0,0,-4.4578,-4.3320
288,Uniformity of evidence-based treatments in practice?,23356465,23993312,11346455,0,0,-3.2524,0.6902
289,Do approved doctors and medical referees in the UK agree when assessing a seafarer's fitness?,22972546,15562174,15562174,0,0,-1.5155,-1.5155
290,Hepatorenal syndrome: are we missing some prognostic factors?,21850494,19837678,22057374,0,0,0.8885,3.0262
291,Vaginal dose assessment in image-guided brachytherapy for cervical cancer: Can we really rely on dose-point evaluation?,26778755,26883564,26883564,0,0,4.0303,4.0303
292,Prescriptions as a proxy for asthma in children: a good choice?,20187289,22761728,23754713,0,0,0.3581,1.8159
293,Does the familial transmission of drinking patterns persist into young adulthood?,27615402,23282961,25208193,0,0,-0.0118,1.2634
294,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,20297950,16099715,16256447,0,0,-2.3324,0.2435
295,Can mental imagery functional magnetic resonance imaging predict recovery in patients with disorders of consciousness?,23735520,25480912,19831494,0,0,1.9973,3.7589
296,The nurse cystoscopist: a feasible option?,10759659,10368234,22930175,0,0,-7.8613,-5.5853
297,Is cardiovascular evaluation necessary prior to and during beta-blocker therapy for infantile hemangiomas?,25592625,23812512,23812512,0,0,-1.3630,-1.3630
298,Is specialty care associated with improved survival of patients with congestive heart failure?,12595848,25023815,20501958,0,0,-1.7528,2.0604
299,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,20064872,23125391,11196513,0,0,-9.4151,0.9287
300,Should ascitis volume and anthropometric measurements be estimated in hospitalized alcoholic cirrotics?,23588461,27165437,23875541,0,0,-8.3363,-8.1421
301,The use of audit to identify maternal mortality in different settings: is it just a difference between the rich and the poor?,18019905,27379228,27503214,0,0,-9.1115,-2.9689
302,Could the extent of lymphadenectomy be modified by neoadjuvant chemotherapy in cervical cancer?,25859857,15042676,10985887,0,0,2.3159,3.5592
303,Do Wound Cultures Give Information About the Microbiology of Blood Cultures in Severe Burn Patients?,26418796,12032368,25610245,0,0,2.4848,4.6671
304,Are behavioural risk factors to be blamed for the conversion from optimal blood pressure to hypertensive status in Black South Africans?,22825590,26245400,19325537,0,0,0.2030,-1.2743
305,Systematic use of patient-rated depression severity monitoring: is it helpful and feasible in clinical psychiatry?,18832500,11379840,27659516,0,0,-6.1797,1.8696
306,Treadmill training post stroke: are there any secondary benefits?,18955431,23663792,23897905,0,0,-0.6667,2.6557
307,Does lunar position influence the time of delivery?,9550200,25573094,25573094,0,0,-4.1049,-4.1049
308,Is oral endotracheal intubation efficacy impaired in the helicopter environment?,10135926,27195693,23771876,0,0,-2.3584,-5.0283
309,Prostatic syndrome and pleural effusion: are they different diseases?,11296674,23219739,27300446,0,0,-4.7914,-2.6419
310,Telemedicine and type 1 diabetes: is technology per se sufficient to improve glycaemic control?,24139705,19885113,21303619,0,0,2.3517,3.5206
311,Is controlled ovarian stimulation in intrauterine insemination an acceptable therapy in couples with unexplained non-conception in the perspective of multiple pregnancies?,16253970,21966816,21966816,0,0,4.8674,4.8674
312,Is half-dose contrast-enhanced three-dimensional MR angiography sufficient for the abdominal aorta and pelvis?,14745753,17911535,15269965,0,0,-1.7869,1.3622
313,Digital Tomosynthesis: A Viable Alternative to Noncontrast Computed Tomography for the Follow-Up of Nephrolithiasis?,27078715,18937584,23395121,0,0,-3.8840,0.9226
314,High cumulative insulin exposure: a risk factor of atherosclerosis in type 1 diabetes?,15939071,25864162,23185996,0,0,0.3444,4.4998
315,Are hepatitis G virus and TT virus involved in cryptogenic chronic liver disease?,11926574,10223688,10223688,0,0,4.2695,4.2695
316,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,18594195,24456971,24602327,0,0,-6.1130,1.9567
317,Preoperative locoregional staging of gastric cancer: is there a place for magnetic resonance imaging?,25614468,19147324,14716516,0,0,-0.7470,2.0925
318,Do familiar teammates request and accept more backup?,19653482,19216796,24605936,0,0,-10.7513,-11.3767
319,Transsphenoidal pituitary surgery in Cushing's disease: can we predict outcome?,11380492,11849243,27662440,0,0,3.9874,4.7485
320,Can bedside assessment reliably exclude aspiration following acute stroke?,16296668,22355814,23887840,0,0,-2.5177,0.9004
321,Are UK radiologists satisfied with the training and support received in suspected child abuse?,19520213,24996810,24996810,0,0,-0.6941,-0.6941
322,Artefacts in 24-h pharyngeal and oesophageal pH monitoring: is simplification of pH data analysis feasible?,14992556,17279055,17279055,0,0,2.0306,2.0306
323,Can the condition of the cell microenvironment of mediastinal lymph nodes help predict the risk of metastases in non-small cell lung cancer?,19931500,19061284,26883746,0,0,-2.0638,1.3405
324,Are wandering and physically nonaggressive agitation equivalent?,18378554,21732808,25248024,0,0,-8.5711,-4.2618
325,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,17306983,27083869,27083869,0,0,0.0365,0.0365
326,Does depression diagnosis and antidepressant prescribing vary by location?,26879871,26580702,27796260,0,0,0.9221,2.0260
327,Can routinely collected ambulance data about assaults contribute to reduction in community violence?,24336869,9656946,23237427,0,0,-6.7654,-0.7285
328,Volume change of uterine myomas during pregnancy: do myomas really grow?,16962519,20120938,20120938,0,0,1.8485,1.8485
329,Is laparoscopic adrenalectomy safe and effective for adrenal masses larger than 7 cm?,17704864,17532597,17337372,0,0,3.9700,6.7938
330,Upstream solutions: does the supplemental security income program reduce disability in the elderly?,18307476,17613469,10891041,0,0,-6.8235,-2.9968
331,Profiling quality of care: Is there a role for peer review?,15151701,24404984,10659689,0,0,3.2459,4.8442
332,Eyelid-parotid metastasis: do we screen for coexisting masses?,26399179,22330966,22330966,0,0,-4.9786,-4.9786
333,Will CT ordering practices change if we educate residents about the potential effects of radiation exposure?,21889895,19304691,19304691,0,0,-2.5983,-2.5983
334,Does context matter for the relationship between deprivation and all-cause mortality?,21569408,15650142,21712462,0,0,-3.8482,-0.7473
335,Does stress increase imitation of drinking behavior?,23025584,24411803,24411803,0,0,2.3097,2.3097
336,School food policy at Dutch primary schools: room for improvement?,23587089,20073384,20630161,0,0,-3.4655,-1.3045
337,Is the atopy patch test with house dust mites specific for atopic dermatitis?,15539888,12752330,10202366,0,0,4.0615,5.7070
338,Juvenile osteochondritis dissecans: is it a growth disturbance of the secondary physis of the epiphysis?,23096188,23054514,26286878,0,0,-3.0144,1.5210
339,Do preoperative statins reduce atrial fibrillation after coronary artery bypass grafting?,21881325,18294494,15364837,0,0,6.8091,6.5543
340,Is there a uniform basal endometrial gene expression profile during the implantation window in women who became pregnant in a subsequent ICSI cycle?,19542542,25248672,25248672,0,0,1.3470,1.3470
341,Can decisional algorithms replace global introspection in the individual causality assessment of spontaneously reported ADRs?,16872243,12962545,17364192,0,0,-10.9350,-3.6916
342,Can we rely on arterial line sampling in performing activated plasma thromboplastin time after cardiac surgery?,15141797,11473843,23758688,0,0,-2.0384,3.3310
343,Does timing of initial surfactant treatment make a difference in rates of chronic lung disease or mortality in premature infants?,25394614,8506837,12373475,0,0,-2.0495,3.6876
344,Clinician assessment for acute chest syndrome in febrile patients with sickle cell disease: is it accurate enough?,10381996,21671365,21671365,0,0,2.1875,2.1875
345,Outcome Feedback within Emergency Medicine Training Programs: An Opportunity to Apply the Theory of Deliberate Practice?,26134053,24127710,24127710,0,0,-0.4652,-0.4652
346,Can multiple SNP testing in BRCA2 and BRCA1 female carriers be used to improve risk prediction models in conjunction with clinical assessment?,25274085,22889855,22889855,0,0,3.9524,3.9524
347,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,12098035,12488180,19864744,0,0,0.8131,-1.2557
348,Can progression of valvar aortic stenosis be predicted accurately?,12963175,11253465,11253465,0,0,5.0091,5.0091
349,Does automatic transmission improve driving behavior in older drivers?,21865668,21574713,26935111,0,0,-1.1295,0.3200
350,Birth characteristics and risk of low intellectual performance in early adulthood: are the associations confounded by socioeconomic factors in adolescence or familial effects?,16510651,19822561,21079386,0,0,-1.6825,4.0987
351,Is scintigraphy a guideline method in determining amputation levels in diabetic foot?,24901580,20692793,26391233,0,0,-1.5309,0.4861
352,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,19468282,26078230,20404308,0,0,-1.0753,4.1346
353,Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,21481154,19136148,20619634,0,0,-6.4582,-2.6960
354,Do symptoms matter when considering patients for phase I clinical trials?,21398266,25682870,9010687,0,0,1.2536,3.5332
355,Is vitamin D insufficiency or deficiency related to the development of osteochondritis dissecans?,25371231,25411034,24828488,0,0,-0.6319,-6.3112
356,Do episodic migraineurs selectively attend to headache-related visual stimuli?,23252468,27106927,23464876,0,0,1.0073,3.1603
357,Mitral replacement or repair for functional mitral regurgitation in dilated and ischemic cardiomyopathy: is it really the same?,22440363,15916824,21958783,0,0,3.9215,4.4909
358,Do nontriploid partial hydatidiform moles exist?,12068831,22336177,10229770,0,0,1.1935,4.0801
359,Is cholecystectomy really an indication for concomitant splenectomy in mild hereditary spherocytosis?,20530150,19944213,11083427,0,0,-3.9918,2.1875
360,Does surgery or radiation therapy impact survival for patients with extrapulmonary small cell cancers?,21618245,21575486,21575486,0,0,3.4860,3.4860
361,MR Diagnosis of Bone Metastases at 1.5 T and 3 T: Can STIR Imaging Be Omitted?,26085176,15948151,26397999,0,0,-3.4016,-1.4636
362,Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,18158048,12544338,17707012,0,0,-6.1119,-2.8048
363,Does pain intensity predict a poor opioid response in cancer patients?,21256734,23703423,23703423,0,0,5.4207,5.4207
364,Do prerecorded lecture VODcasts affect lecture attendance of first-yearpre-clinical Graduate Entry to Medicine students?,28027677,14987174,14741924,0,0,-2.8746,-2.4842
365,Is there an intrauterine influence on obesity?,17595200,16931885,22308218,0,0,-11.1007,3.2299
366,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,26548832,25962972,27764055,0,0,-0.6603,3.9176
367,Is cytokeratin immunoreactivity useful in the diagnosis of short-segment Barrett's oesophagus in Korea?,15879722,11709508,11709508,0,0,3.5649,3.5649
368,Is routine dissection of the station 9 lymph nodes really necessary for primary lung cancer?,27554179,24787666,24787666,0,0,2.7626,2.7626
369,Cutaneous melanoma in a multiethnic population: is this a different disease?,15381614,17596175,16899595,0,0,-4.9773,1.4986
370,"Marital status, living arrangement and mortality: does the association vary by gender?",22012962,18336722,23364213,0,0,-2.4690,-0.4693
371,Does somatostatin confer insulinostatic effects of neuromedin u in the rat pancreas?,18948835,9706146,22526610,0,0,0.4912,2.9907
372,Kell alloimmunization in pregnancy: associated with fetal thrombocytopenia?,18435678,8233277,9088079,0,0,4.4624,2.7888
373,Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,19268855,26243303,19703851,0,0,-9.9071,0.1431
374,Vaccine protection in the elderly: are Austrian seniors adequately protected by vaccinations?,12238307,25214905,19527104,0,0,-5.1039,0.9341
375,Vitamin D supplementation and regulatory T cells in apparently healthy subjects: vitamin D treatment for autoimmune diseases?,20684175,19675671,19675671,0,0,3.8180,3.8180
376,Gynecological cancer alarm symptoms: is contact with specialist care associated with lifestyle and socioeconomic status?,27216167,20156131,22889420,0,0,-9.3708,-4.6315
377,Does elective re-siting of intravenous cannulae decrease peripheral thrombophlebitis?,19852337,20629698,8776692,0,0,-5.8872,-0.3765
378,Can third trimester ultrasound predict the presentation of the first twin at delivery?,22680064,9645234,21425298,0,0,-5.8699,2.0562
379,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,25417760,19188528,16476487,0,0,0.3962,3.5347
380,Totally implantable venous access device placement by interventional radiologists: are prophylactic antibiotics necessary?,22365295,23582442,18716418,0,0,-2.1172,2.5089
381,Starting insulin in type 2 diabetes: continue oral hypoglycemic agents?,15125825,16199240,17475531,0,0,0.5075,3.9356
382,Clinical identifiers for early-stage primary/idiopathic adhesive capsulitis: are we seeing the real picture?,24652474,23426775,23426775,0,0,-2.8765,-2.8765
383,"Does delaying surgery in immature adolescent idiopathic scoliosis patients with progressive curve, lead to addition of fusion levels?",24947183,21971127,20505560,0,0,2.1997,1.9478
384,Bactericidal activity of 3 cutaneous/mucosal antiseptic solutions in the presence of interfering substances: Improvement of the NF EN 13727 European Standard?,25779009,23287283,23664226,0,0,-7.5615,-0.5794
385,Empiric treatment of uncomplicated urinary tract infection with fluoroquinolones in older women in Israel: another lost treatment option?,17105833,20583956,26281821,0,0,-3.0896,0.7642
386,Do risk calculators accurately predict surgical site occurrences?,27338535,24890570,27019416,0,0,-0.5044,4.6526
387,Can EMS Providers Provide Appropriate Tidal Volumes in a Simulated Adult-sized Patient with a Pediatric-sized Bag-Valve-Mask?,27690714,11588453,19228432,0,0,-6.5437,1.7682
388,Can students' scores on preclerkship clinical performance examinations predict that they will fail a senior clinical performance examination?,21346501,15461657,26296408,0,0,1.6984,2.3417
389,"Recovery Outcome Measures: Is There a Place for Culture, Attitudes, and Faith?",24964725,22571597,22571597,0,0,-3.5440,-3.5440
390,Can surgeon familiarization with current evidence lead to a change in practice?,18708308,9313697,15997442,0,0,-3.4573,0.1824
391,Advanced epithelial ovarian carcinoma in Thai women: should we continue to offer second-look laparotomy?,11759976,10746418,27797265,0,0,-3.9014,0.0961
392,Is high-sensitivity C-reactive protein associated with carotid atherosclerosis in healthy Koreans?,16319544,18840622,17885262,0,0,4.7851,5.7581
393,Validation of the 2009 TNM version in a large multi-institutional cohort of patients treated for renal cell carcinoma: are further improvements needed?,20674150,16530322,18710442,0,0,-3.0305,-0.4771
394,Are interstitial fluid concentrations of meropenem equivalent to plasma concentrations in critically ill patients receiving continuous renal replacement therapy?,25336163,23075459,27655029,0,0,-0.6329,3.2831
395,Does Sensation Return to the Nasal Tip After Microfat Grafting?,25887165,27277597,20695393,0,0,-5.8858,-2.4174
396,Do older men benefit from curative therapy of localized prostate cancer?,12947068,10797496,20044216,0,0,-3.1395,3.8445
397,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,16776337,20811169,20811169,0,0,-0.1863,-0.1863
398,Do African American women require fewer calories to maintain weight?,22668852,24524993,24524993,0,0,1.6005,1.6005
399,Emergency double-balloon enteroscopy combined with real-time viewing of capsule endoscopy: a feasible combined approach in acute overt-obscure gastrointestinal bleeding?,25251991,26135267,27014769,0,0,0.1273,1.2295
400,Cardiopulmonary bypass temperature does not affect postoperative euthyroid sick syndrome?,7497757,8457047,9240302,0,0,-0.8773,5.0579
401,Body dysmorphic disorder: does it have a psychotic subtype?,8262881,16893571,16893571,0,0,1.1010,1.1010
402,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,11943048,19862371,27710829,0,0,-7.8679,1.9713
403,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,20306735,17187862,26671098,0,0,-3.7185,-1.4504
404,Does binge drinking during early pregnancy increase the risk of psychomotor deficits?,23414523,19183137,24428701,0,0,1.7787,5.0640
405,Does tranexamic acid reduce desmopressin-induced hyperfibrinolysis?,11882828,24553528,11049894,0,0,2.8482,3.1744
406,Does ultrasound-scored synovitis depend on the pharmacokinetics of subcutaneous anti-TNF agents in patients with rheumatoid arthritis?,24939676,27463825,23475981,0,0,-0.7455,1.8148
407,Counter sampling combined with medical provider education: do they alter prescribing behavior?,17076590,10481818,18807252,0,0,-8.0655,1.8077
408,Global Longitudinal Pathway: has medical education curriculum influenced medical students' skills and attitudes toward culturally diverse populations?,21745056,23875495,10491232,0,0,-5.9851,1.0523
409,Failed IUD insertions in community practice: an under-recognized problem?,22979954,10367195,10367195,0,0,0.4595,0.4595
410,Type II supracondylar humerus fractures: can some be treated nonoperatively?,22955530,27776052,27203822,0,0,2.7972,6.5055
411,The promise of specialty pharmaceuticals: are they worth the price?,18507507,12448863,27015251,0,0,-10.8382,-5.5838
412,Does invasive diagnosis of nosocomial pneumonia during off-hours delay treatment?,17323047,14605051,12913633,0,0,-8.0558,0.7369
413,Undescended testes: does age at orchiopexy affect survival of the testis?,24851767,18206164,12544338,0,0,3.2799,5.3050
414,"Do lipids, blood pressure, diabetes, and smoking confer equal risk of myocardial infarction in women as in men?",12006913,22836075,9645827,0,0,-3.1294,4.3702
415,Does family practice at residency teaching sites reflect community practice?,8245806,26562640,16092296,0,0,-2.0295,1.5591
416,Midwives' competence: is it affected by working in a rural location?,17691856,25921953,25921953,0,0,0.3049,0.3049
417,The effective orifice area/patient aortic annulus area ratio: a better way to compare different bioprostheses?,15222284,24518226,16359064,0,0,3.6379,5.3972
418,Evaluation of pediatric VCUG at an academic children's hospital: is the radiographic scout image necessary?,25501465,26959609,27853838,0,0,-9.5368,1.4303
419,Are endometrial polyps from pre-menopausal women similar to post-menopausal women?,16414216,21651668,21651668,0,0,4.6366,4.6366
420,Does accompanying metabolic syndrome contribute to heart dimensions in hypertensive patients?,19155657,21304952,17323603,0,0,1.5188,3.3423
421,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,27050489,23927388,22381117,0,0,-7.6616,0.4836
422,Are pediatric concussion patients compliant with discharge instructions?,24977765,25362078,14597505,0,0,-3.4251,2.6146
423,Is the zeolite hemostatic agent beneficial in reducing blood loss during arterial injury?,19130332,8637072,27192476,0,0,-4.3301,-0.2262
424,Treatment as prevention in resource-limited settings: is it feasible to maintain HIV viral load suppression over time?,23949294,10930150,23145079,0,0,-2.7150,3.8018
425,Are octogenarians at high risk for carotid endarterectomy?,18926458,16476605,18060727,0,0,4.2639,6.0506
426,Has the mammography quality standards act affected the mammography quality in North Carolina?,10749257,22695737,21998048,0,0,-3.6767,-1.4900
427,Do hospitals provide lower quality care on weekends?,17610439,27255144,27255144,0,0,2.3894,2.3894
428,Screening History Among Women with Invasive Cervical Cancer in an Academic Medical Center: Will We Miss Cancers Following Updated Guidelines?,26859535,25864682,21986170,0,0,0.4732,2.4327
429,Oral mucocele/ranula: Another human immunodeficiency virus-related salivary gland disease?,25446909,15250833,19121065,0,0,-8.4760,-1.5367
430,Is there an increase in the incidence of gbs carrier rates among pregnant women in northern Israel?,17220021,21718466,19619291,0,0,-7.5970,-4.1259
431,Does a dedicated discharge coordinator improve the quality of hospital discharge?,10158597,22000183,24313096,0,0,0.7167,1.4351
432,Can dobutamine stress echocardiography induce cardiac troponin elevation?,21198823,15148280,25267077,0,0,-2.4417,4.7547
433,Cigarettes and cinema: does parental restriction of R-rated movie viewing reduce adolescent smoking susceptibility?,17259061,19336346,20576800,0,0,-0.4934,1.7456
434,Are laboratories reporting serum quantitative hCG results correctly?,18375490,21835572,23375205,0,0,-6.0375,0.2172
435,Steroids in aminoglycoside-containing ear drops: do they reduce cochlear toxicity?,24142776,21552569,21552569,0,0,0.3284,0.3284
436,Does having a regular primary care clinician improve quality of preventive care for young children?,18388848,15574610,12612247,0,0,2.6827,3.8470
437,Does performance in selection processes predict performance as a dental student?,22251324,25883371,21299604,0,0,-9.2175,1.3460
438,Is it time to reconsider lobectomy in low-risk paediatric thyroid cancer?,27896825,10626858,27221359,0,0,2.1704,3.7679
439,Is an advance care planning model feasible in community palliative care?,22117569,20459734,25960541,0,0,-0.5075,0.9067
440,Do preoperative serum C-reactive protein levels predict the definitive pathological stage in patients with clinically localized prostate cancer?,25787073,15839913,25618827,0,0,2.7762,3.4874
441,Sub-classification of low-grade cerebellar astrocytoma: is it clinically meaningful?,14631523,21921669,16465775,0,0,1.2639,3.0763
