index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
222,Can patients be anticoagulated after intracerebral hemorrhage?,12805495,25572413,24957306,0,0,7.4424,7.0933
223,Diagnostic and therapeutic ureteroscopy: is dilatation of ureteral meatus always necessary?,19925761,19925761,19925761,1,1,4.3624,4.3624
224,Does managed care enable more low income persons to identify a usual source of care?,11458136,11458136,11458136,1,1,8.0569,8.0569
225,"Knee extensor strength, dynamic stability, and functional ambulation: are they related in Parkinson's disease?",20382292,20382292,20382292,1,1,7.9428,7.9428
226,"Is distance to provider a barrier to care for medicaid patients with breast, colorectal, or lung cancer?",22236315,22236315,22236315,1,1,7.7755,7.7755
227,Can folic acid protect against congenital heart defects in Down syndrome?,17051586,17051586,17051586,1,1,8.1813,8.1813
228,Are there mental health differences between francophone and non-francophone populations in manitoba?,25007420,25007420,25007420,1,1,8.5419,8.5419
229,Does type 1 diabetes mellitus affect Achilles tendon response to a 10 km run?,26556589,26556589,26556589,1,1,7.3482,7.3482
230,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,12612531,12612531,12612531,1,1,4.4781,4.4781
231,Does cup-cage reconstruction with oversized cups provide initial stability in THA for osteoporotic acetabular fractures?,26194560,26194560,26194560,1,1,6.6615,6.6615
232,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,11079675,11079675,24345378,1,0,5.7390,6.9865
233,Xanthogranulomatous cholecystitis: a premalignant condition?,21459725,25895976,21459725,0,1,3.0981,5.5646
234,Does TDP-43 type confer a distinct pattern of atrophy in frontotemporal lobar degeneration?,21172844,21172844,21172844,1,1,8.6610,8.6610
235,Is oncoplastic surgery a contraindication for accelerated partial breast radiation using the interstitial multicatheter brachytherapy method?,24946973,24946973,24946973,1,1,4.5749,4.5749
236,"Diagnostic characteristics of child bipolar I disorder: does the ""Treatment of Early Age Mania (team)"" sample generalize?",17335331,17335331,17335331,1,1,5.1621,5.1621
237,Estimation of basal metabolic rate in Chinese: are the current prediction equations applicable?,27581329,27581329,27581329,1,1,6.0374,6.0375
238,Does rugby headgear prevent concussion?,11867487,19127196,11867487,0,1,6.6923,7.4342
239,Spinal subdural hematoma: a sequela of a ruptured intracranial aneurysm?,12765819,12765819,12765819,1,1,4.5468,4.5468
240,Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?,24507422,24507422,24507422,1,1,6.9422,6.9422
241,Dementia and aphasia in motor neuron disease: an underrecognised association?,9854965,9854965,27581216,1,0,-3.0553,-1.3938
242,Does solid culture for tuberculosis influence clinical decision making in India?,21756515,21756515,21756515,1,1,7.7697,7.7697
243,Diffusion-weighted echo-planar MR imaging of primary parotid gland tumors: is a prediction of different histologic subtypes possible?,19131405,19131405,19131405,1,1,6.6991,6.6991
244,Is there a role for endothelin-1 in the hemodynamic changes during hemodialysis?,18568290,18568290,18568290,1,1,8.4654,8.4654
245,Do risk factors for suicidal behavior differ by affective disorder polarity?,18667100,18667100,18667100,1,1,7.8700,7.8700
246,Multidisciplinary breast cancer clinics. Do they work?,9191526,9191526,9191526,1,1,6.5094,6.5094
247,Is the international normalised ratio (INR) reliable?,10605400,10605400,24024556,1,0,7.5334,7.6859
248,"Are there associations of health status, disease activity and damage in SLE patients?",17601244,19395542,17601244,0,1,1.3173,6.3457
249,PSA repeatedly fluctuating levels are reassuring enough to avoid biopsy?,20608141,17324221,20608141,0,1,3.4118,3.2987
250,Is zero central line-associated bloodstream infection rate sustainable?,25986020,22020239,25986020,0,1,3.2288,7.5388
251,"Is gastric electrical stimulation superior to standard pharmacologic therapy in improving GI symptoms, healthcare resources, and long-term health care benefits?",15670262,16761831,15670262,0,1,2.1268,4.5858
252,Should pulp chamber pulpotomy be seen as a permanent treatment?,22900881,22900881,22900881,1,1,5.3176,5.3177
253,Does transverse apex coincide with coronal apex levels (regional or global) in adolescent idiopathic scoliosis?,11413427,11413427,11413427,1,1,6.6666,6.6666
254,Does the Child Health Computing System adequately identify children with cerebral palsy?,9602458,9602458,9602458,1,1,8.0419,8.0419
255,Are we seeing the effects of public awareness campaigns?,24434052,27627853,23892414,0,0,1.5969,1.4698
256,Is breast cancer prognosis inherited?,17598882,17598882,17598882,1,1,6.3855,6.3855
257,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?,21190419,21190419,21190419,1,1,8.9624,8.9624
258,Are the arginine vasopressin V1a receptor microsatellites related to hypersexuality in children with a prepubertal and early adolescent bipolar disorder phenotype?,16403186,16403186,16403186,1,1,6.3219,6.3219
259,Stage I non-small cell lung carcinoma: really an early stage?,11888773,11888773,11888773,1,1,5.3585,5.3585
260,Does Residency Selection Criteria Predict Performance in Orthopaedic Surgery Residency?,25940336,25940336,25940336,1,1,7.1255,7.1255
261,Optimism and survival: does an optimistic outlook predict better survival at advanced ages?,24014276,24014276,24014276,1,1,5.8506,5.8506
262,Is it better to be big?,18359123,8668297,16601105,0,0,-10.4751,-10.0158
263,Is arch form influenced by sagittal molar relationship or Bolton tooth-size discrepancy?,26113007,26113007,26113007,1,1,8.1028,8.1028
264,Cold knife conization vs. LEEP. Are they the same procedure?,11838307,11838307,8913973,1,0,7.2175,8.1318
265,Are pectins involved in cold acclimation and de-acclimation of winter oil-seed rape plants?,18222909,18222909,18222909,1,1,7.8482,7.8482
266,Updating emotional content in working memory: a depression-specific deficit?,24747511,24747511,24747511,1,1,0.8653,0.8653
267,Does ultrasound imaging before puncture facilitate internal jugular vein cannulation?,12407608,12407608,12407608,1,1,6.7063,6.7063
268,Should prostate specific antigen be adjusted for body mass index?,19836806,19836806,19836806,1,1,8.5163,8.5163
269,Does obstructive sleep apnea affect aerobic fitness?,17076091,17076091,17076091,1,1,6.0016,6.0016
270,The effect of an intracerebroventricular injection of metformin or AICAR on the plasma concentrations of melatonin in the ewe: potential involvement of AMPK?,21801416,21801416,21801416,1,1,2.7382,2.7382
271,Literacy after cerebral hemispherectomy: Can the isolated right hemisphere read?,25819796,25819796,25819796,1,1,4.6570,4.6570
272,Characterization of the gender dimorphism after injury and hemorrhagic shock: are hormonal differences responsible?,18496363,15187751,18496363,0,1,1.2442,5.5595
273,Can communication with terminally ill patients be taught?,14551704,14551704,14551704,1,1,8.0246,8.0246
274,Delays in time to primary treatment after a diagnosis of breast cancer: does it impact survival?,23234860,23234860,23234860,1,1,8.8832,8.8832
275,Are increased carotid artery pulsatility and resistance indexes early signs of vascular abnormalities in young obese males?,22532370,22532370,22532370,1,1,6.9054,6.9054
276,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,22656647,22656647,22656647,1,1,5.3291,5.3291
277,Does open access publishing increase the impact of scientific articles?,22683044,22683044,22683044,1,1,8.5122,8.5122
278,In vivo visualization of pyloric mucosal hypertrophy in infants with hypertrophic pyloric stenosis: is there an etiologic role?,11566686,11566686,11566686,1,1,4.2063,4.2063
279,Does the early adopter of drugs exist?,15502995,15502995,15502995,1,1,4.3262,4.3262
280,Does high blood pressure reduce the risk of chronic low back pain?,24019262,24019262,24019262,1,1,2.5626,2.5626
281,Does responsibility affect the public's valuation of health care interventions?,22867778,22867778,22867778,1,1,1.6269,1.6269
282,Nasal fractures:  is closed reduction satisfying?,23348330,23348330,23348330,1,1,5.5946,5.5946
283,"Do improvements in outreach, clinical, and family and community-based services predict improvements in child survival?",21658267,21658267,21658267,1,1,4.0751,4.0751
284,Does spontaneous remission occur in polyarteritis nodosa?,28177278,28177278,28177278,1,1,7.6137,7.6137
285,Gluten tolerance in adult patients with celiac disease 20 years after diagnosis?,18403944,18403944,18403944,1,1,5.3063,5.3063
286,Do symptoms predict COPD in smokers?,20363841,20363841,20363841,1,1,5.8266,5.8266
287,Search engine as a diagnostic tool in difficult immunological and allergologic cases: is Google useful?,19664156,19664156,19664156,1,1,6.4441,6.4441
288,Uniformity of evidence-based treatments in practice?,23356465,9701101,15189387,0,0,-0.6709,1.6240
289,Do approved doctors and medical referees in the UK agree when assessing a seafarer's fitness?,22972546,22972546,22972546,1,1,7.6793,7.6793
290,Hepatorenal syndrome: are we missing some prognostic factors?,21850494,21850494,21850494,1,1,4.5699,4.5699
291,Vaginal dose assessment in image-guided brachytherapy for cervical cancer: Can we really rely on dose-point evaluation?,26778755,26778755,26778755,1,1,4.2910,4.2910
292,Prescriptions as a proxy for asthma in children: a good choice?,20187289,17785369,20187289,0,1,-3.8522,1.9991
293,Does the familial transmission of drinking patterns persist into young adulthood?,27615402,27615402,27615402,1,1,6.6067,6.6067
294,Proof of concept study: does fenofibrate have a role in sleep apnoea syndrome?,20297950,20297950,20297950,1,1,6.0745,6.0745
295,Can mental imagery functional magnetic resonance imaging predict recovery in patients with disorders of consciousness?,23735520,23735520,23735520,1,1,8.2025,8.2025
296,The nurse cystoscopist: a feasible option?,10759659,10759659,10759659,1,1,-2.9753,-2.9753
297,Is cardiovascular evaluation necessary prior to and during beta-blocker therapy for infantile hemangiomas?,25592625,25592625,25592625,1,1,6.9923,6.9923
298,Is specialty care associated with improved survival of patients with congestive heart failure?,12595848,12595848,12595848,1,1,6.6472,6.6472
299,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,20064872,20064872,20653466,1,0,-8.9832,3.7573
300,Should ascitis volume and anthropometric measurements be estimated in hospitalized alcoholic cirrotics?,23588461,23588461,23588461,1,1,5.7567,5.7567
301,The use of audit to identify maternal mortality in different settings: is it just a difference between the rich and the poor?,18019905,18270496,18270496,0,0,4.8359,4.8359
302,Could the extent of lymphadenectomy be modified by neoadjuvant chemotherapy in cervical cancer?,25859857,25859857,25859857,1,1,5.4226,5.4226
303,Do Wound Cultures Give Information About the Microbiology of Blood Cultures in Severe Burn Patients?,26418796,26418796,26418796,1,1,5.6186,5.6186
304,Are behavioural risk factors to be blamed for the conversion from optimal blood pressure to hypertensive status in Black South Africans?,22825590,22825590,22825590,1,1,4.0385,4.0385
305,Systematic use of patient-rated depression severity monitoring: is it helpful and feasible in clinical psychiatry?,18832500,18832500,18832500,1,1,3.0506,3.0506
306,Treadmill training post stroke: are there any secondary benefits?,18955431,23663792,18955431,0,1,-0.6667,7.6552
307,Does lunar position influence the time of delivery?,9550200,9550200,9550200,1,1,7.1478,7.1478
308,Is oral endotracheal intubation efficacy impaired in the helicopter environment?,10135926,10135926,10135926,1,1,4.3661,4.3661
309,Prostatic syndrome and pleural effusion: are they different diseases?,11296674,11296674,20718978,1,0,-9.2876,-3.6523
310,Telemedicine and type 1 diabetes: is technology per se sufficient to improve glycaemic control?,24139705,24139705,21303619,1,0,2.5084,3.5206
311,Is controlled ovarian stimulation in intrauterine insemination an acceptable therapy in couples with unexplained non-conception in the perspective of multiple pregnancies?,16253970,16253970,16253970,1,1,8.1088,8.1088
312,Is half-dose contrast-enhanced three-dimensional MR angiography sufficient for the abdominal aorta and pelvis?,14745753,14745753,14745753,1,1,5.9023,5.9023
313,Digital Tomosynthesis: A Viable Alternative to Noncontrast Computed Tomography for the Follow-Up of Nephrolithiasis?,27078715,27078715,27078715,1,1,6.9788,6.9788
314,High cumulative insulin exposure: a risk factor of atherosclerosis in type 1 diabetes?,15939071,15939071,15939071,1,1,5.0643,5.0643
315,Are hepatitis G virus and TT virus involved in cryptogenic chronic liver disease?,11926574,11926574,11926574,1,1,8.8121,8.8121
316,Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,18594195,18594195,18594195,1,1,8.0488,8.0488
317,Preoperative locoregional staging of gastric cancer: is there a place for magnetic resonance imaging?,25614468,25614468,25614468,1,1,5.7288,5.7288
318,Do familiar teammates request and accept more backup?,19653482,19653482,19653482,1,1,6.7088,6.7088
319,Transsphenoidal pituitary surgery in Cushing's disease: can we predict outcome?,11380492,11380492,11380492,1,1,6.0434,6.0434
320,Can bedside assessment reliably exclude aspiration following acute stroke?,16296668,16296668,16296668,1,1,8.3325,8.3325
321,Are UK radiologists satisfied with the training and support received in suspected child abuse?,19520213,19520213,19520213,1,1,7.8339,7.8339
322,Artefacts in 24-h pharyngeal and oesophageal pH monitoring: is simplification of pH data analysis feasible?,14992556,14992556,14992556,1,1,5.5445,5.5445
323,Can the condition of the cell microenvironment of mediastinal lymph nodes help predict the risk of metastases in non-small cell lung cancer?,19931500,19931500,26883746,1,0,0.5924,1.3405
324,Are wandering and physically nonaggressive agitation equivalent?,18378554,18378554,18378554,1,1,7.0002,7.0002
325,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,17306983,17306983,17306983,1,1,8.0119,8.0119
326,Does depression diagnosis and antidepressant prescribing vary by location?,26879871,22220929,22220929,0,0,5.0439,5.0439
327,Can routinely collected ambulance data about assaults contribute to reduction in community violence?,24336869,24336869,24336869,1,1,3.3996,3.3996
328,Volume change of uterine myomas during pregnancy: do myomas really grow?,16962519,16962519,16962519,1,1,6.6178,6.6178
329,Is laparoscopic adrenalectomy safe and effective for adrenal masses larger than 7 cm?,17704864,17704864,17704864,1,1,9.2444,9.2444
330,Upstream solutions: does the supplemental security income program reduce disability in the elderly?,18307476,18307476,18307476,1,1,1.8927,1.8927
331,Profiling quality of care: Is there a role for peer review?,15151701,15151701,10659689,1,0,-0.4568,4.8442
332,Eyelid-parotid metastasis: do we screen for coexisting masses?,26399179,26399179,26399179,1,1,0.3034,0.3034
333,Will CT ordering practices change if we educate residents about the potential effects of radiation exposure?,21889895,21889895,21889895,1,1,8.0897,8.0897
334,Does context matter for the relationship between deprivation and all-cause mortality?,21569408,7804047,23679869,0,0,0.9647,4.0381
335,Does stress increase imitation of drinking behavior?,23025584,23025584,23025584,1,1,4.3906,4.3906
336,School food policy at Dutch primary schools: room for improvement?,23587089,23587089,23587089,1,1,4.8563,4.8563
337,Is the atopy patch test with house dust mites specific for atopic dermatitis?,15539888,15539888,15539888,1,1,9.2078,9.2078
338,Juvenile osteochondritis dissecans: is it a growth disturbance of the secondary physis of the epiphysis?,23096188,23096188,23096188,1,1,6.3460,6.3460
339,Do preoperative statins reduce atrial fibrillation after coronary artery bypass grafting?,21881325,21881325,21881325,1,1,9.0158,9.0158
340,Is there a uniform basal endometrial gene expression profile during the implantation window in women who became pregnant in a subsequent ICSI cycle?,19542542,19542542,19542542,1,1,8.3648,8.3648
341,Can decisional algorithms replace global introspection in the individual causality assessment of spontaneously reported ADRs?,16872243,16872243,16872243,1,1,5.4159,5.4159
342,Can we rely on arterial line sampling in performing activated plasma thromboplastin time after cardiac surgery?,15141797,15141797,15141797,1,1,6.5509,6.5509
343,Does timing of initial surfactant treatment make a difference in rates of chronic lung disease or mortality in premature infants?,25394614,25394614,25394614,1,1,4.9042,4.9042
344,Clinician assessment for acute chest syndrome in febrile patients with sickle cell disease: is it accurate enough?,10381996,10381996,10381996,1,1,6.4965,6.4965
345,Outcome Feedback within Emergency Medicine Training Programs: An Opportunity to Apply the Theory of Deliberate Practice?,26134053,26134053,26134053,1,1,2.5431,2.5431
346,Can multiple SNP testing in BRCA2 and BRCA1 female carriers be used to improve risk prediction models in conjunction with clinical assessment?,25274085,25274085,25274085,1,1,6.0934,6.0934
347,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,12098035,12098035,12098035,1,1,3.2054,3.2054
348,Can progression of valvar aortic stenosis be predicted accurately?,12963175,10819008,12963175,0,1,5.8933,6.2021
349,Does automatic transmission improve driving behavior in older drivers?,21865668,21865668,21865668,1,1,10.3235,10.3235
350,Birth characteristics and risk of low intellectual performance in early adulthood: are the associations confounded by socioeconomic factors in adolescence or familial effects?,16510651,16510651,16510651,1,1,5.4307,5.4307
351,Is scintigraphy a guideline method in determining amputation levels in diabetic foot?,24901580,24901580,24901580,1,1,6.1092,6.1092
352,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,19468282,19468282,20805834,1,0,-0.0451,1.3444
353,Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,21481154,21481154,21481154,1,1,7.0238,7.0238
354,Do symptoms matter when considering patients for phase I clinical trials?,21398266,21398266,21398266,1,1,2.3651,2.3651
355,Is vitamin D insufficiency or deficiency related to the development of osteochondritis dissecans?,25371231,25371231,25371231,1,1,7.8213,7.8213
356,Do episodic migraineurs selectively attend to headache-related visual stimuli?,23252468,23252468,23252468,1,1,8.0840,8.0840
357,Mitral replacement or repair for functional mitral regurgitation in dilated and ischemic cardiomyopathy: is it really the same?,22440363,22440363,22440363,1,1,6.2909,6.2909
358,Do nontriploid partial hydatidiform moles exist?,12068831,12068831,12068831,1,1,10.5272,10.5272
359,Is cholecystectomy really an indication for concomitant splenectomy in mild hereditary spherocytosis?,20530150,20530150,20530150,1,1,7.1154,7.1154
360,Does surgery or radiation therapy impact survival for patients with extrapulmonary small cell cancers?,21618245,21618245,21618245,1,1,8.1848,8.1848
361,MR Diagnosis of Bone Metastases at 1.5 T and 3 T: Can STIR Imaging Be Omitted?,26085176,26085176,26085176,1,1,5.8775,5.8775
362,Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,18158048,18158048,18158048,1,1,6.8819,6.8819
363,Does pain intensity predict a poor opioid response in cancer patients?,21256734,21256734,21256734,1,1,8.9166,8.9166
364,Do prerecorded lecture VODcasts affect lecture attendance of first-yearpre-clinical Graduate Entry to Medicine students?,28027677,28027677,28027677,1,1,8.7435,8.7435
365,Is there an intrauterine influence on obesity?,17595200,23635421,17991666,0,0,-8.1395,5.7290
366,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,26548832,26548832,26548832,1,1,4.3358,4.3358
367,Is cytokeratin immunoreactivity useful in the diagnosis of short-segment Barrett's oesophagus in Korea?,15879722,15879722,15879722,1,1,9.0887,9.0887
368,Is routine dissection of the station 9 lymph nodes really necessary for primary lung cancer?,27554179,27554179,27554179,1,1,9.0076,9.0076
369,Cutaneous melanoma in a multiethnic population: is this a different disease?,15381614,15381614,15381614,1,1,5.9453,5.9453
370,"Marital status, living arrangement and mortality: does the association vary by gender?",22012962,22012962,22012962,1,1,5.3226,5.3226
371,Does somatostatin confer insulinostatic effects of neuromedin u in the rat pancreas?,18948835,18948835,18948835,1,1,7.6820,7.6820
372,Kell alloimmunization in pregnancy: associated with fetal thrombocytopenia?,18435678,18435678,18435678,1,1,7.7854,7.7854
373,Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,19268855,19268855,19268855,1,1,4.2565,4.2565
374,Vaccine protection in the elderly: are Austrian seniors adequately protected by vaccinations?,12238307,12238307,12238307,1,1,6.8033,6.8033
375,Vitamin D supplementation and regulatory T cells in apparently healthy subjects: vitamin D treatment for autoimmune diseases?,20684175,20684175,20684175,1,1,7.8310,7.8310
376,Gynecological cancer alarm symptoms: is contact with specialist care associated with lifestyle and socioeconomic status?,27216167,27216167,27216167,1,1,8.3671,8.3671
377,Does elective re-siting of intravenous cannulae decrease peripheral thrombophlebitis?,19852337,19852337,19852337,1,1,7.2825,7.2825
378,Can third trimester ultrasound predict the presentation of the first twin at delivery?,22680064,22680064,22680064,1,1,5.3865,5.3865
379,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,25417760,25417760,25417760,1,1,5.2845,5.2845
380,Totally implantable venous access device placement by interventional radiologists: are prophylactic antibiotics necessary?,22365295,22365295,22365295,1,1,5.7009,5.7009
381,Starting insulin in type 2 diabetes: continue oral hypoglycemic agents?,15125825,15125825,15125825,1,1,4.6284,4.6284
382,Clinical identifiers for early-stage primary/idiopathic adhesive capsulitis: are we seeing the real picture?,24652474,24652474,24652474,1,1,6.2784,6.2784
383,"Does delaying surgery in immature adolescent idiopathic scoliosis patients with progressive curve, lead to addition of fusion levels?",24947183,24947183,24947183,1,1,7.1869,7.1869
384,Bactericidal activity of 3 cutaneous/mucosal antiseptic solutions in the presence of interfering substances: Improvement of the NF EN 13727 European Standard?,25779009,25779009,25779009,1,1,5.4590,5.4590
385,Empiric treatment of uncomplicated urinary tract infection with fluoroquinolones in older women in Israel: another lost treatment option?,17105833,17105833,17105833,1,1,5.4122,5.4122
386,Do risk calculators accurately predict surgical site occurrences?,27338535,27338535,27325513,1,0,3.5841,5.4163
387,Can EMS Providers Provide Appropriate Tidal Volumes in a Simulated Adult-sized Patient with a Pediatric-sized Bag-Valve-Mask?,27690714,27690714,27690714,1,1,6.9844,6.9844
388,Can students' scores on preclerkship clinical performance examinations predict that they will fail a senior clinical performance examination?,21346501,21346501,21346501,1,1,8.3272,8.3272
389,"Recovery Outcome Measures: Is There a Place for Culture, Attitudes, and Faith?",24964725,24964725,24964725,1,1,6.6424,6.6424
390,Can surgeon familiarization with current evidence lead to a change in practice?,18708308,12620563,12470106,0,0,-7.1456,1.2818
391,Advanced epithelial ovarian carcinoma in Thai women: should we continue to offer second-look laparotomy?,11759976,11759976,11759976,1,1,1.8873,1.8873
392,Is high-sensitivity C-reactive protein associated with carotid atherosclerosis in healthy Koreans?,16319544,16319544,16319544,1,1,8.0960,8.0960
393,Validation of the 2009 TNM version in a large multi-institutional cohort of patients treated for renal cell carcinoma: are further improvements needed?,20674150,20674150,18710442,1,0,-0.3332,-0.4771
394,Are interstitial fluid concentrations of meropenem equivalent to plasma concentrations in critically ill patients receiving continuous renal replacement therapy?,25336163,25336163,25336163,1,1,4.5134,4.5134
395,Does Sensation Return to the Nasal Tip After Microfat Grafting?,25887165,25887165,25887165,1,1,5.6175,5.6175
396,Do older men benefit from curative therapy of localized prostate cancer?,12947068,14692026,12947068,0,1,3.1063,5.7482
397,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,16776337,16776337,16776337,1,1,9.0043,9.0043
398,Do African American women require fewer calories to maintain weight?,22668852,22668852,22668852,1,1,8.8107,8.8107
399,Emergency double-balloon enteroscopy combined with real-time viewing of capsule endoscopy: a feasible combined approach in acute overt-obscure gastrointestinal bleeding?,25251991,25251991,25251991,1,1,7.5839,7.5839
400,Cardiopulmonary bypass temperature does not affect postoperative euthyroid sick syndrome?,7497757,7497757,7497757,1,1,5.8275,5.8275
401,Body dysmorphic disorder: does it have a psychotic subtype?,8262881,8262881,8262881,1,1,7.7598,7.7598
402,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,11943048,11943048,16551318,1,0,3.1454,4.4985
403,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,20306735,20306735,20306735,1,1,3.7921,3.7921
404,Does binge drinking during early pregnancy increase the risk of psychomotor deficits?,23414523,23414523,24428701,1,0,3.1632,5.0640
405,Does tranexamic acid reduce desmopressin-induced hyperfibrinolysis?,11882828,11882828,11882828,1,1,6.5452,6.5452
406,Does ultrasound-scored synovitis depend on the pharmacokinetics of subcutaneous anti-TNF agents in patients with rheumatoid arthritis?,24939676,24939676,24939676,1,1,3.3682,3.3682
407,Counter sampling combined with medical provider education: do they alter prescribing behavior?,17076590,17076590,17076590,1,1,5.3665,5.3665
408,Global Longitudinal Pathway: has medical education curriculum influenced medical students' skills and attitudes toward culturally diverse populations?,21745056,21745056,21745056,1,1,6.4200,6.4200
409,Failed IUD insertions in community practice: an under-recognized problem?,22979954,22979954,22979954,1,1,4.4076,4.4076
410,Type II supracondylar humerus fractures: can some be treated nonoperatively?,22955530,22955530,22955530,1,1,9.6356,9.6356
411,The promise of specialty pharmaceuticals: are they worth the price?,18507507,18507507,18507507,1,1,6.0760,6.0760
412,Does invasive diagnosis of nosocomial pneumonia during off-hours delay treatment?,17323047,17323047,17323047,1,1,2.8644,2.8644
413,Undescended testes: does age at orchiopexy affect survival of the testis?,24851767,24851767,24851767,1,1,5.7969,5.7969
414,"Do lipids, blood pressure, diabetes, and smoking confer equal risk of myocardial infarction in women as in men?",12006913,12006913,12006913,1,1,4.6021,4.6021
415,Does family practice at residency teaching sites reflect community practice?,8245806,8245806,8245806,1,1,5.9141,5.9141
416,Midwives' competence: is it affected by working in a rural location?,17691856,17691856,17691856,1,1,4.2077,4.2077
417,The effective orifice area/patient aortic annulus area ratio: a better way to compare different bioprostheses?,15222284,15222284,15222284,1,1,4.7765,4.7765
418,Evaluation of pediatric VCUG at an academic children's hospital: is the radiographic scout image necessary?,25501465,25501465,25501465,1,1,5.1256,5.1256
419,Are endometrial polyps from pre-menopausal women similar to post-menopausal women?,16414216,16414216,16414216,1,1,9.4814,9.4814
420,Does accompanying metabolic syndrome contribute to heart dimensions in hypertensive patients?,19155657,19155657,19155657,1,1,6.1656,6.1656
421,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,27050489,27050489,27050489,1,1,6.2848,6.2848
422,Are pediatric concussion patients compliant with discharge instructions?,24977765,24977765,24977765,1,1,7.4245,7.4245
423,Is the zeolite hemostatic agent beneficial in reducing blood loss during arterial injury?,19130332,19130332,19130332,1,1,3.3354,3.3354
424,Treatment as prevention in resource-limited settings: is it feasible to maintain HIV viral load suppression over time?,23949294,23949294,23949294,1,1,7.9983,7.9983
425,Are octogenarians at high risk for carotid endarterectomy?,18926458,25499530,18926458,0,1,4.4573,7.8053
426,Has the mammography quality standards act affected the mammography quality in North Carolina?,10749257,10749257,10749257,1,1,8.9992,8.9992
427,Do hospitals provide lower quality care on weekends?,17610439,27255144,27255144,0,0,2.3894,2.3894
428,Screening History Among Women with Invasive Cervical Cancer in an Academic Medical Center: Will We Miss Cancers Following Updated Guidelines?,26859535,26859535,26859535,1,1,6.3672,6.3672
429,Oral mucocele/ranula: Another human immunodeficiency virus-related salivary gland disease?,25446909,25446909,25446909,1,1,6.9791,6.9791
430,Is there an increase in the incidence of gbs carrier rates among pregnant women in northern Israel?,17220021,17220021,17220021,1,1,7.0447,7.0447
431,Does a dedicated discharge coordinator improve the quality of hospital discharge?,10158597,10158597,10158597,1,1,5.9649,5.9649
432,Can dobutamine stress echocardiography induce cardiac troponin elevation?,21198823,21198823,21198823,1,1,8.0995,8.0995
433,Cigarettes and cinema: does parental restriction of R-rated movie viewing reduce adolescent smoking susceptibility?,17259061,17259061,17259061,1,1,7.9384,7.9384
434,Are laboratories reporting serum quantitative hCG results correctly?,18375490,18375490,18375490,1,1,4.7213,4.7213
435,Steroids in aminoglycoside-containing ear drops: do they reduce cochlear toxicity?,24142776,24142776,24142776,1,1,2.5704,2.5704
436,Does having a regular primary care clinician improve quality of preventive care for young children?,18388848,18388848,18388848,1,1,8.4766,8.4766
437,Does performance in selection processes predict performance as a dental student?,22251324,22251324,22251324,1,1,8.2754,8.2754
438,Is it time to reconsider lobectomy in low-risk paediatric thyroid cancer?,27896825,27896825,25262223,1,0,1.9208,1.0581
439,Is an advance care planning model feasible in community palliative care?,22117569,22117569,22117569,1,1,9.1419,9.1419
440,Do preoperative serum C-reactive protein levels predict the definitive pathological stage in patients with clinically localized prostate cancer?,25787073,25787073,25787073,1,1,8.0670,8.0670
441,Sub-classification of low-grade cerebellar astrocytoma: is it clinically meaningful?,14631523,14631523,14631523,1,1,4.3900,4.3900
442,After CLASS--Is a voluntary public insurance program a realistic way to meet the long-term support and service needs of adults with disabilities?,26717802,26717802,26717802,1,1,2.1254,2.1254
443,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,23810330,21798764,23868637,0,0,0.6711,1.5529
444,Can we predict which head and neck cancer survivors develop fears of recurrence?,19027440,19027440,19027440,1,1,7.2885,7.2885
445,The secular growth acceleration: does it appear during fetal life?,24446763,24446763,24446763,1,1,8.0931,8.0931
446,Does hippocampal atrophy on MRI predict cognitive decline?,9444542,9444542,12297568,1,0,8.1158,8.3442
447,Chemoradiotherapy in the management of locally advanced squamous cell carcinoma esophagus: is surgical resection required?,23389866,23389866,23389866,1,1,6.4253,6.4253
